929.55665, 0.97153
960.09852, 0.93683
990.64039, 0.90955
996.55172, 0.87002
1003.44828, 0.84530
1025.12315, 0.81805
1055.66502, 0.78335
1069.45813, 0.72651
1079.31034, 0.64992
1085.22167, 0.61533
1089.16256, 0.58321
1091.13300, 0.55605
1100.00000, 0.53626
1103.94089, 0.48933
1112.80788, 0.44485
1114.77833, 0.41521
1130.54187, 0.38551
1151.23153, 0.36568
1177.83251, 0.32606
1194.58128, 0.29389
1199.50739, 0.26177
1204.43350, 0.22718
1208.37438, 0.20001
1233.99015, 0.17768
1246.79803, 0.13812
1260.59113, 0.11337
1263.54680, 0.07879
1268.47291, 0.05408
1361.08374, 0.02901
1412.31527, -0.00577
