487.58655, 0.99940
503.08600, 0.99932
518.11577, 0.99714
534.08490, 1.00127
550.05402, 0.99909
565.08379, 0.99691
579.17420, 0.99684
596.08269, 0.99676
610.17310, 0.99669
626.14223, 0.99661
641.17200, 0.99654
655.26240, 0.99857
670.29217, 0.99849
685.32194, 0.99842
700.35171, 0.99835
715.38148, 1.00037
732.28997, 1.00029
747.31974, 0.97921
764.22822, 0.98122
778.31863, 0.93284
793.34840, 0.93276
809.31753, 0.93268
824.34730, 0.88429
836.55899, 0.88423
846.89195, 0.83166
853.46748, 0.79801
868.49724, 0.74962
884.46637, 0.74954
891.98126, 0.74950
899.49614, 0.68224
906.07166, 0.68221
913.58655, 0.68217
929.55568, 0.63167
944.58545, 0.63160
960.55458, 0.50126
975.58434, 0.45077
991.55347, 0.38136
1004.70452, 0.38130
1019.73429, 0.37912
1027.24917, 0.30136
1035.70342, 0.30131
1045.09702, 0.25295
1051.67255, 0.20250
1067.64168, 0.20032
1082.67144, 0.08470
1089.24697, -0.00147
