experiment,group,lifespan,healthspan,sickspan,censored,food,temperature,control,batch_day,batch_device
statzer_main,daf2(e1368),41.664641,39.664641,2.0,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),46.497975,38.539641,7.95833399999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),51.497975,42.497975,9.0,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.831308,35.164641,7.66666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),52.914641,42.331308,10.583333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),46.497975,33.831308,12.6666669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),59.831308,48.914641,10.9166669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),52.664641,35.081308,17.583333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),50.331308,43.414641,6.91666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),58.664641,42.664641,16.0,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.581308,39.831308,2.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),49.247975,38.539641,10.7083339999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.747975,34.081308,2.66666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),45.997975,27.581308,18.4166669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.747975,33.581308,9.16666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),54.747975,50.664641,4.08333399999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),49.3313,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),60.7063,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),59.081308,42.914641,16.1666669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),50.247975,41.664641,8.58333399999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),50.497975,47.581308,2.91666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),55.831308,47.747975,8.083333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),49.997975,38.539641,11.4583339999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),46.414641,46.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),50.747975,43.997975,6.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),52.414641,27.664641,24.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),56.081308,42.831308,13.25,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),52.081308,43.331308,8.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),54.164641,38.539641,15.625,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.747975,25.581308,11.1666669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.581308,42.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),44.081308,42.164641,1.91666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),45.497975,32.831308,12.6666669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),34.831308,25.247975,9.583333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),44.497975,38.539641,5.95833399999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),32.414641,32.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),44.4146,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),47.998,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),38.539641,38.539641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),48.9146,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),54.5396,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),47.747975,25.664641,22.0833339999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),52.747975,38.539641,14.2083339999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),46.914641,35.164641,11.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),48.3313,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),49.8313,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),41.997975,34.831308,7.16666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),57.247975,31.331308,25.9166669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),14.164641,14.164641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),19.247975,19.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),46.081308,38.539641,7.54166699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),43.581308,34.081308,9.5,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.664641,32.331308,7.333333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),30.081308,30.081308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),34.581308,34.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),46.331308,35.331308,11.0,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),34.997975,34.997975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),50.748,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),59.9563,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),34.414641,33.414641,1.0,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),28.831308,28.831308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),54.831308,33.247975,21.583333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),32.831308,32.831308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.664641,27.497975,12.166666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.747975,31.747975,4.99999999999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),34.497975,32.914641,1.58333399999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.664641,31.831308,4.833333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),32.581308,32.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),31.164641,31.164641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),28.164641,28.164641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),35.997975,31.997975,3.99999999999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),40.081308,23.997975,16.083333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),47.4146,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),50.9146,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),31.581308,31.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),40.081308,30.997975,9.083333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.414641,27.664641,8.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),30.331308,30.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.414641,20.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.247975,21.414641,0.833334,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),27.581308,27.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),26.247975,26.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),17.497975,17.497975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),46.998,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),69.4563,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),25.581308,25.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),25.497975,25.497975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),41.747975,24.747975,16.9999999999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),24.747975,18.664641,6.083334,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),24.081308,24.081308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),23.331308,23.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.997975,22.997975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),21.581308,21.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.581308,22.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.414641,22.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),21.581308,21.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.581308,21.831308,0.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),21.414641,21.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),21.414641,21.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),25.081308,21.247975,3.83333299999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),21.247975,21.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),45.914641,20.831308,25.083333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.581308,20.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.747975,20.747975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),19.914641,19.914641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),14.664641,14.664641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),19.414641,19.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.664641,19.247975,20.416666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),19.081308,19.081308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),48.747975,16.414641,32.3333339999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),18.331308,18.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),17.997975,17.997975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),16.914641,16.914641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),17.914641,17.914641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),17.247975,17.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),16.664641,16.664641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),16.497975,16.497975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),16.331308,16.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),15.414641,15.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),13.831308,13.831308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),13.331308,13.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),13.247975,13.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),9.414641,9.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),25.331308,25.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),18.914641,18.914641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),15.497975,15.497975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),30.247975,30.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),28.747975,28.747975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),29.664641,29.664641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.414641,22.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),32.831308,32.831308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),35.747975,35.747975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.331308,22.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),28.331308,28.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),31.164641,31.164641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.747975,20.747975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),30.414641,30.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),35.997975,35.997975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.831308,20.497975,0.333332999999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),41.164641,17.331308,23.833333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),53.747975,42.247975,11.5,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),15.581308,11.997975,3.58333299999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.247975,36.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),43.164641,43.164641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),34.831308,34.831308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),31.497975,31.497975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),23.247975,23.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.414641,36.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),19.414641,19.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),35.247975,28.247975,6.99999999999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),45.997975,35.581308,10.4166669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),53.997975,35.247975,18.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),53.331308,47.164641,6.16666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),23.831308,22.497975,1.33333299999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),41.331308,34.747975,6.583333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),19.581308,19.247975,0.333332999999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),48.081308,23.581308,24.5,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.831308,33.581308,9.25,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.4146,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),56.7896,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),62.081308,43.664641,18.4166669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),53.581308,43.664641,9.91666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),58.081308,42.914641,15.1666669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),56.497975,31.164641,25.3333339999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),40.081308,33.664641,6.41666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),54.414641,44.831308,9.583333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),50.497975,32.997975,17.5,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),46.081308,44.664641,1.41666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),56.664641,44.414641,12.25,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),50.414641,43.664641,6.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),52.831308,28.914641,23.916667,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),44.164641,36.497975,7.666666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),52.414641,38.539641,13.875,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.831308,39.997975,2.833333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),45.914641,38.539641,7.375,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),48.997975,38.539641,10.4583339999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),41.331308,36.081308,5.25,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),37.247975,37.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.664641,30.331308,9.333333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.664641,36.664641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),30.164641,30.164641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),35.914641,35.914641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),40.497975,35.581308,4.91666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.081308,34.247975,7.833333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.164641,33.831308,2.333333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),34.081308,34.081308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),52.497975,20.081308,32.416667,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),51.8313,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),57.873,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),50.831308,30.581308,20.25,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),40.247975,32.414641,7.83333399999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),35.081308,31.164641,3.916667,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),40.081308,31.747975,8.333333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.664641,30.747975,8.916666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),57.497975,13.831308,43.666667,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.664641,30.331308,9.333333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.664641,17.497975,22.166666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),32.914641,29.747975,3.166666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),34.747975,17.331308,17.4166669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),33.164641,29.247975,3.916666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),31.331308,28.247975,3.08333299999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),32.164641,27.331308,4.833333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),28.581308,28.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),58.081308,21.331308,36.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),18.414641,18.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.247975,22.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),23.664641,23.664641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),29.164641,23.747975,5.41666599999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),21.997975,21.997975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.747975,16.331308,23.4166669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.497975,16.664641,25.8333339999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),16.914641,16.914641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),18.331308,18.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),18.164641,18.164641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),15.331308,15.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),13.914641,13.914641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),13.831308,13.831308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),13.081308,13.081308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),10.664641,9.331308,1.33333299999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),23.331308,23.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.414641,22.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.664641,20.664641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),16.414641,16.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),21.164641,21.164641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.497975,20.497975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.997975,22.997975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.747975,22.747975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),19.581308,19.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),23.997975,23.997975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),24.581308,24.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),25.747975,25.747975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),19.581308,19.581308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.497975,22.497975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),28.747975,28.747975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),30.747975,30.747975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),31.914641,31.914641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),29.997975,29.997975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.081308,20.081308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),32.164641,32.164641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),45.664641,35.581308,10.083333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),53.331308,27.664641,25.666667,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),43.081308,43.081308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.914641,36.914641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),31.664641,31.664641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),33.414641,33.414641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),32.247975,32.247975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.331308,20.331308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),30.164641,30.164641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),24.747975,24.747975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.497975,22.497975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.206308,17.372975,2.83333299999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),48.789641,44.706308,4.083333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),26.539641,23.622975,2.91666599999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),30.456308,20.039641,10.416667,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),33.539641,26.706308,6.833333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.122975,20.039641,0.0833340000000006,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),34.706308,33.039641,1.66666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),43.206308,35.789641,7.41666699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),47.872975,43.622975,4.25,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),60.289641,40.706308,19.583333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),54.206308,45.206308,9.0,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),49.289641,40.622975,8.666666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),43.122975,40.622975,2.5,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),45.039641,41.872975,3.166666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),46.706308,38.331308,8.375,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),47.789641,31.539641,16.25,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),45.706308,34.122975,11.583333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.122975,38.331308,3.79166699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),40.122975,38.331308,1.79166699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.789641,38.331308,1.458333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.956308,38.331308,4.625,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),41.039641,38.331308,2.708333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),41.539641,31.956308,9.583333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),25.872975,25.872975,0.0,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),48.372975,31.539641,16.8333339999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.956308,17.289641,22.666667,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),47.539641,35.122975,12.416666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),35.539641,32.622975,2.916666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),40.039641,34.622975,5.416666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.956308,34.706308,5.25,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),34.539641,34.539641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),40.206308,34.456308,5.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),43.122975,34.289641,8.83333399999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),40.789641,34.206308,6.583333,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),33.956308,33.956308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.497975,33.456308,6.04166699999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),36.706308,33.206308,3.5,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),32.789641,32.789641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),33.456308,32.456308,1.0,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),31.956308,31.956308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),28.456308,28.456308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),18.956308,18.956308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),31.956308,29.206308,2.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),32.206308,28.706308,3.5,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),42.789641,27.039641,15.75,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),19.206308,19.206308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),46.123,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),51.2063,,,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),21.289641,21.289641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),18.706308,18.706308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.956308,20.956308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),17.539641,17.539641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),39.789641,20.872975,18.916666,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),20.039641,19.872975,0.166665999999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),47.372975,19.456308,27.9166669999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),19.206308,19.206308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),18.456308,18.456308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),14.372975,14.372975,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),38.331308,17.539641,20.791667,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),17.539641,17.539641,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),41.122975,15.372975,25.7499999999999,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),17.206308,17.206308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),22.372975,16.372975,6.0,0,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),14.456308,14.456308,,1,heat-killed OP50,15,False,,
statzer_main,daf2(e1368),12.039641,12.039641,,1,heat-killed OP50,15,False,,
