35.98393, 0.99801
77.32015, 0.99817
118.65638, 0.99834
159.99260, 0.99850
201.32883, 0.99866
242.66505, 0.99882
284.00128, 0.99899
325.33750, 0.99915
366.67373, 0.99931
408.00995, 0.99948
449.34618, 0.99964
490.68240, 0.99980
532.01863, 0.99996
566.44919, 0.99219
587.01648, 0.94329
628.34107, 0.93780
658.94893, 0.88148
701.03028, 0.86944
717.40401, 0.81531
718.16903, 0.74868
721.25296, 0.65312
721.35068, 0.70059
728.04065, 0.60375
749.56834, 0.54329
790.89703, 0.53979
819.41631, 0.52902
832.08826, 0.46951
857.55577, 0.41054
884.97498, 0.34347
885.07270, 0.39095
895.17110, 0.27650
920.24782, 0.26675
935.59082, 0.21759
974.23869, 0.19900
992.80816, 0.13579
1004.80042, 0.06483
1009.30683, 0.02282
