16.86490, 1.00496
38.36928, 1.00482
59.87354, 1.00478
81.37781, 1.00475
102.89327, 0.99328
124.93207, 0.97022
145.91856, 0.97609
167.42282, 0.97605
188.92709, 0.97602
210.43136, 0.97598
231.93562, 0.97594
253.43989, 0.97591
274.94447, 0.97555
296.46439, 0.95952
317.98729, 0.94045
338.98912, 0.93064
354.84684, 0.88002
367.73450, 0.85600
373.30751, 0.79325
389.13722, 0.75048
397.28645, 0.68160
418.61857, 0.65625
433.62345, 0.60077
455.56974, 0.56761
470.43388, 0.55129
482.90998, 0.50192
502.41484, 0.46876
517.62080, 0.41204
538.68679, 0.39174
557.44107, 0.37040
569.93358, 0.29652
582.20301, 0.24226
592.34029, 0.18731
608.14852, 0.15712
630.05712, 0.15337
651.58924, 0.12488
673.11790, 0.09993
694.12084, 0.08898
719.74637, 0.06318
