13.99787, 1.00327
35.49866, 1.00433
56.99849, 1.00440
78.48763, 0.99352
92.44441, 0.95750
113.26047, 0.95631
134.75810, 0.95413
156.25926, 0.95556
177.75908, 0.95563
199.25943, 0.95624
220.75896, 0.95600
242.25385, 0.95101
263.75223, 0.94961
285.25151, 0.94912
306.75512, 0.95307
313.86262, 0.89249
335.35868, 0.88869
356.85850, 0.88876
377.39845, 0.88876
399.86039, 0.89120
420.33295, 0.88771
443.84419, 0.85068
461.19899, 0.79966
482.69055, 0.79125
496.99410, 0.76088
499.46536, 0.70539
512.77010, 0.66565
517.94151, 0.59590
531.28961, 0.49667
531.62461, 0.57773
537.50694, 0.40328
555.00921, 0.33308
575.69871, 0.27988
596.41880, 0.22402
613.60073, 0.18528
626.39599, 0.12468
637.02944, 0.08028
657.05685, 0.07026
678.55180, 0.06534
700.05163, 0.06541
721.55146, 0.06548
743.04900, 0.06321
764.52190, 0.03567
787.93488, 0.02911
807.51508, 0.02918
823.89154, 0.02476
