635.85234, 0.96215
658.84834, 0.95663
680.29138, 0.94485
698.84117, 0.90115
719.31865, 0.87998
739.10646, 0.81422
760.30407, 0.80448
780.76214, 0.80444
800.76370, 0.77110
819.82222, 0.70386
826.74423, 0.59211
838.62746, 0.50937
859.95234, 0.49895
880.43087, 0.47663
901.01429, 0.42499
921.41687, 0.40051
941.87494, 0.40046
962.34533, 0.38701
982.49948, 0.32013
995.93614, 0.30145
1010.16574, 0.29448
1023.88393, 0.20794
1044.91259, 0.18064
1063.39849, 0.14287
1077.60429, 0.05577
1097.58267, 0.04766
1106.15936, 0.01421
