489.06428, 0.97176
513.05808, 0.94608
518.48676, 0.91784
521.72602, 0.88447
530.39956, 0.82798
530.42198, 0.84852
541.28774, 0.79974
543.40146, 0.73556
543.42949, 0.76123
550.98870, 0.68421
551.01954, 0.71245
555.28342, 0.61746
555.31426, 0.64570
573.81772, 0.59178
575.90060, 0.49936
575.93985, 0.53530
577.05978, 0.56098
581.33488, 0.47625
585.67165, 0.44801
608.56795, 0.41720
612.90191, 0.38639
639.07392, 0.35558
647.77829, 0.32734
673.95310, 0.29910
694.67120, 0.27343
706.64287, 0.23748
708.79864, 0.21181
731.69494, 0.18100
734.94261, 0.15533
765.48222, 0.12452
797.11092, 0.09114
801.45050, 0.06547
812.33868, 0.03723
890.92196, 0.00642
